STOCK_NAME,STOCK_DATE,AMT
Сбербанк,13.07.2015,   9.522280
Сбербанк,14.07.2015,   9.645128
Сбербанк,15.07.2015,   9.655698
Сбербанк,16.07.2015,   9.680610
Сбербанк,17.07.2015,   9.848966
Сбербанк,18.07.2015,   9.846435
Сбербанк,19.07.2015,   9.843905
Сбербанк,20.07.2015,   9.656328
Сбербанк,21.07.2015,   9.842754
Сбербанк,22.07.2015,   9.716489
Сбербанк,23.07.2015,   9.466584
Сбербанк,24.07.2015,   9.171244
Сбербанк,25.07.2015,   9.168887
Сбербанк,26.07.2015,   9.166531
Сбербанк,27.07.2015,   8.907916
Сбербанк,28.07.2015,   9.044777
Сбербанк,29.07.2015,   9.256975
Сбербанк,30.07.2015,   9.384577
Сбербанк,31.07.2015,   9.395159
Сбербанк,01.08.2015,   9.392745
Сбербанк,02.08.2015,   9.391686
Сбербанк,03.08.2015,   9.234767
Сбербанк,04.08.2015,   9.389569
Сбербанк,05.08.2015,   9.543039
Сбербанк,06.08.2015,   9.380961
Сбербанк,07.08.2015,   9.633064
Сбербанк,08.08.2015,   9.631978
Сбербанк,09.08.2015,   9.630893
Сбербанк,10.08.2015,   9.754398
Сбербанк,11.08.2015,   9.498955
Сбербанк,12.08.2015,   9.523835
Сбербанк,13.08.2015,   9.561683
Сбербанк,14.08.2015,   9.655303
Сбербанк,15.08.2015,   9.654215
Сбербанк,16.08.2015,   9.653127
Сбербанк,17.08.2015,   9.466598
Сбербанк,18.08.2015,   9.394215
Сбербанк,19.08.2015,   9.269989
Сбербанк,20.08.2015,   9.340244
Сбербанк,21.08.2015,   9.055321
Сбербанк,22.08.2015,   9.054300
Сбербанк,23.08.2015,   9.053280
Сбербанк,24.08.2015,   8.879922
Сбербанк,25.08.2015,   9.171733
Сбербанк,26.08.2015,   9.197904
Сбербанк,27.08.2015,   9.559561
Сбербанк,28.08.2015,   9.690593
Сбербанк,29.08.2015,   9.689501
Сбербанк,30.08.2015,   9.688409
Сбербанк,31.08.2015,   9.645885
Сбербанк,01.09.2015,   9.468731
Сбербанк,02.09.2015,   9.435873
Сбербанк,03.09.2015,   9.595850
Сбербанк,04.09.2015,   9.569448
Сбербанк,05.09.2015,   9.567635
Сбербанк,06.09.2015,   9.565823
Сбербанк,07.09.2015,   9.544614
Сбербанк,08.09.2015,   9.683730
Сбербанк,09.09.2015,   9.649580
Сбербанк,10.09.2015,   9.602518
Сбербанк,11.09.2015,   9.574856
Сбербанк,12.09.2015,   9.573042
Сбербанк,13.09.2015,   9.571228
Сбербанк,14.09.2015,   9.670146
Сбербанк,15.09.2015,   9.664440
Сбербанк,16.09.2015,  10.031815
Сбербанк,17.09.2015,   9.872451
Сбербанк,18.09.2015,   9.742827
Сбербанк,19.09.2015,   9.740982
Сбербанк,20.09.2015,   9.739136
Сбербанк,21.09.2015,   9.794038
Сбербанк,22.09.2015,   9.592316
Сбербанк,23.09.2015,   9.506700
Сбербанк,24.09.2015,   9.452051
Сбербанк,25.09.2015,   9.661612
Сбербанк,26.09.2015,   9.659782
Сбербанк,27.09.2015,   9.657952
Сбербанк,28.09.2015,   9.604602
Сбербанк,29.09.2015,   9.722544
Сбербанк,30.09.2015,   9.694952
Сбербанк,01.10.2015,   9.591421
Сбербанк,02.10.2015,   9.497766
Сбербанк,03.10.2015,   9.495507
Сбербанк,04.10.2015,   9.493249
Сбербанк,05.10.2015,   9.799642
Сбербанк,06.10.2015,   9.940028
Сбербанк,07.10.2015,  10.238455
Сбербанк,08.10.2015,  10.680674
Сбербанк,09.10.2015,  11.019896
Сбербанк,10.10.2015,  11.017275
Сбербанк,11.10.2015,  11.014656
Сбербанк,12.10.2015,  10.970951
Сбербанк,13.10.2015,  10.910580
Сбербанк,14.10.2015,  11.140262
Сбербанк,15.10.2015,  11.251799
Сбербанк,16.10.2015,  11.354303
Сбербанк,17.10.2015,  11.351603
Сбербанк,18.10.2015,  11.348903
Сбербанк,19.10.2015,  11.160348
Сбербанк,20.10.2015,  11.294811
Сбербанк,21.10.2015,  11.139667
Сбербанк,22.10.2015,  11.083222
Сбербанк,23.10.2015,  11.582562
Сбербанк,24.10.2015,  11.579807
Сбербанк,25.10.2015,  11.577053
Сбербанк,26.10.2015,  11.811033
Сбербанк,27.10.2015,  11.386045
Сбербанк,28.10.2015,  11.517635
Сбербанк,29.10.2015,  11.329482
Сбербанк,30.10.2015,  11.573522
Сбербанк,31.10.2015,  11.570770
Сбербанк,01.11.2015,  11.568018
Сбербанк,02.11.2015,  11.963715
Сбербанк,03.11.2015,  12.184241
Сбербанк,04.11.2015,  12.181207
Сбербанк,05.11.2015,  12.190939
Сбербанк,06.11.2015,  12.007956
Сбербанк,07.11.2015,  12.004965
Сбербанк,08.11.2015,  12.001976
Сбербанк,09.11.2015,  11.853606
Сбербанк,10.11.2015,  12.029147
Сбербанк,11.11.2015,  11.981539
Сбербанк,12.11.2015,  12.015511
Сбербанк,13.11.2015,  11.899133
Сбербанк,14.11.2015,  11.896169
Сбербанк,15.11.2015,  11.893207
Сбербанк,16.11.2015,  12.195776
Сбербанк,17.11.2015,  13.045467
Сбербанк,18.11.2015,  13.233080
Сбербанк,19.11.2015,  13.339184
Сбербанк,20.11.2015,  13.646176
Сбербанк,21.11.2015,  13.642778
Сбербанк,22.11.2015,  13.639380
Сбербанк,23.11.2015,  13.976565
Сбербанк,24.11.2015,  13.416601
Сбербанк,25.11.2015,  13.782886
Сбербанк,26.11.2015,  13.521668
Сбербанк,27.11.2015,  13.273275
Сбербанк,28.11.2015,  13.269970
Сбербанк,29.11.2015,  13.266665
Сбербанк,30.11.2015,  13.054040
Сбербанк,01.12.2015,  12.847861
Сбербанк,02.12.2015,  12.996841
Сбербанк,03.12.2015,  13.183776
Сбербанк,04.12.2015,  13.060115
Сбербанк,05.12.2015,  13.056884
Сбербанк,06.12.2015,  13.053654
Сбербанк,07.12.2015,  13.044092
Сбербанк,08.12.2015,  12.281203
Сбербанк,09.12.2015,  12.741444
Сбербанк,10.12.2015,  12.671221
Сбербанк,11.12.2015,  12.417584
Сбербанк,12.12.2015,  12.414512
Сбербанк,13.12.2015,  12.411440
Сбербанк,14.12.2015,  12.351479
Сбербанк,15.12.2015,  12.639123
Сбербанк,16.12.2015,  12.945578
Сбербанк,17.12.2015,  13.106603
Сбербанк,18.12.2015,  12.479451
Сбербанк,19.12.2015,  12.476363
Сбербанк,20.12.2015,  12.473277
Сбербанк,21.12.2015,  12.460094
Сбербанк,22.12.2015,  12.592016
Сбербанк,23.12.2015,  12.987507
Сбербанк,24.12.2015,  12.781257
Сбербанк,25.12.2015,  12.776834
Сбербанк,26.12.2015,  12.773673
Сбербанк,27.12.2015,  12.770513
Сбербанк,28.12.2015,  12.623730
Сбербанк,29.12.2015,  12.824653
Сбербанк,30.12.2015,  12.750963
Сбербанк,31.12.2015,  12.747808
Сбербанк,01.01.2016,  12.744654
Сбербанк,02.01.2016,  12.740727
Сбербанк,03.01.2016,  12.736801
Сбербанк,04.01.2016,  12.324207
Сбербанк,05.01.2016,  12.431030
Сбербанк,06.01.2016,  12.170839
Сбербанк,07.01.2016,  12.167088
Сбербанк,08.01.2016,  12.163339
Сбербанк,09.01.2016,  12.159591
Сбербанк,10.01.2016,  12.155844
Сбербанк,11.01.2016,  11.421843
Сбербанк,12.01.2016,  11.503619
Сбербанк,13.01.2016,  11.473741
Сбербанк,14.01.2016,  11.663256
Сбербанк,15.01.2016,  10.936572
Сбербанк,16.01.2016,  10.933202
Сбербанк,17.01.2016,  10.929833
Сбербанк,18.01.2016,  10.786237
Сбербанк,19.01.2016,  10.849251
Сбербанк,20.01.2016,  10.489299
Сбербанк,21.01.2016,  10.757506
Сбербанк,22.01.2016,  11.441959
Сбербанк,23.01.2016,  11.438433
Сбербанк,24.01.2016,  11.434908
Сбербанк,25.01.2016,  11.368918
Сбербанк,26.01.2016,  11.427862
Сбербанк,27.01.2016,  11.954979
Сбербанк,28.01.2016,  12.068624
Сбербанк,29.01.2016,  12.041197
Сбербанк,30.01.2016,  12.037486
Сбербанк,31.01.2016,  12.033777
Сбербанк,01.02.2016,  12.030069
Сбербанк,02.02.2016,  11.765726
Сбербанк,03.02.2016,  11.779378
Сбербанк,04.02.2016,  12.155559
Сбербанк,05.02.2016,  12.106841
Сбербанк,06.02.2016,  12.104220
Сбербанк,07.02.2016,  12.101599
Сбербанк,08.02.2016,  11.787791
Сбербанк,09.02.2016,  11.684435
Сбербанк,10.02.2016,  11.987981
Сбербанк,11.02.2016,  11.717938
Сбербанк,12.02.2016,  11.796239
Сбербанк,13.02.2016,  11.793685
Сбербанк,14.02.2016,  11.791131
Сбербанк,15.02.2016,  11.838293
Сбербанк,16.02.2016,  11.992296
Сбербанк,17.02.2016,  12.323885
Сбербанк,18.02.2016,  12.755937
Сбербанк,19.02.2016,  12.604160
Сбербанк,20.02.2016,  12.711926
Сбербанк,21.02.2016,  12.709174
Сбербанк,22.02.2016,  12.806941
Сбербанк,23.02.2016,  12.804168
Сбербанк,24.02.2016,  12.664947
Сбербанк,25.02.2016,  12.904039
Сбербанк,26.02.2016,  13.172784
Сбербанк,27.02.2016,  13.169932
Сбербанк,28.02.2016,  13.167080
Сбербанк,29.02.2016,  13.258401
Сбербанк,01.03.2016,  13.411623
Сбербанк,02.03.2016,  13.144566
Сбербанк,03.03.2016,  13.250367
Сбербанк,04.03.2016,  13.496063
Сбербанк,05.03.2016,  13.494065
Сбербанк,06.03.2016,  13.492067
Сбербанк,07.03.2016,  13.549481
Сбербанк,08.03.2016,  13.547475
Сбербанк,09.03.2016,  13.382137
Сбербанк,10.03.2016,  13.465522
Сбербанк,11.03.2016,  13.515483
Сбербанк,12.03.2016,  13.513482
Сбербанк,13.03.2016,  13.511481
Сбербанк,14.03.2016,  13.509481
Сбербанк,15.03.2016,  13.161326
Сбербанк,16.03.2016,  13.226126
Сбербанк,17.03.2016,  13.529436
Сбербанк,18.03.2016,  13.889500
Сбербанк,19.03.2016,  13.887444
Сбербанк,20.03.2016,  13.885388
Сбербанк,21.03.2016,  13.842571
Сбербанк,22.03.2016,  13.768893
Сбербанк,23.03.2016,  13.471736
Сбербанк,24.03.2016,  13.341341
Сбербанк,25.03.2016,  13.467748
Сбербанк,26.03.2016,  13.465754
Сбербанк,27.03.2016,  13.463760
Сбербанк,28.03.2016,  13.340846
Сбербанк,29.03.2016,  13.206864
Сбербанк,30.03.2016,  13.463950
Сбербанк,31.03.2016,  13.554457
Сбербанк,01.04.2016,  13.382274
Сбербанк,02.04.2016,  13.380316
Сбербанк,03.04.2016,  13.378358
Сбербанк,04.04.2016,  13.336957
Сбербанк,05.04.2016,  13.171090
Сбербанк,06.04.2016,  13.308408
Сбербанк,07.04.2016,  13.369297
Сбербанк,08.04.2016,  13.910608
Сбербанк,09.04.2016,  13.908573
Сбербанк,10.04.2016,  13.906537
Сбербанк,11.04.2016,  14.449994
Сбербанк,12.04.2016,  14.521750
Сбербанк,13.04.2016,  14.710430
Сбербанк,14.04.2016,  14.683661
Сбербанк,15.04.2016,  14.681512
Сбербанк,16.04.2016,  14.679364
Сбербанк,17.04.2016,  14.677216
Сбербанк,18.04.2016,  14.539757
Сбербанк,19.04.2016,  14.943503
Сбербанк,20.04.2016,  15.218007
Сбербанк,21.04.2016,  14.652642
Сбербанк,22.04.2016,  14.906209
Сбербанк,23.04.2016,  14.904028
Сбербанк,24.04.2016,  14.901847
Сбербанк,25.04.2016,  14.755892
Сбербанк,26.04.2016,  14.707044
Сбербанк,27.04.2016,  14.840024
Сбербанк,28.04.2016,  15.278812
Сбербанк,29.04.2016,  15.173414
Сбербанк,30.04.2016,  15.171194
Сбербанк,01.05.2016,  15.168973
Сбербанк,02.05.2016,  15.166972
Сбербанк,03.05.2016,  15.164970
Сбербанк,04.05.2016,  14.845104
Сбербанк,05.05.2016,  14.838237
Сбербанк,06.05.2016,  14.801924
Сбербанк,07.05.2016,  14.799970
Сбербанк,08.05.2016,  14.798017
Сбербанк,09.05.2016,  14.796064
Сбербанк,10.05.2016,  14.660444
Сбербанк,11.05.2016,  15.136704
Сбербанк,12.05.2016,  14.858861
Сбербанк,13.05.2016,  14.840965
Сбербанк,14.05.2016,  14.839006
Сбербанк,15.05.2016,  14.837047
Сбербанк,16.05.2016,  15.022565
Сбербанк,17.05.2016,  15.034059
Сбербанк,18.05.2016,  15.082300
Сбербанк,19.05.2016,  14.759400
Сбербанк,20.05.2016,  14.928908
Сбербанк,21.05.2016,  14.926938
Сбербанк,22.05.2016,  14.924968
Сбербанк,23.05.2016,  14.875254
Сбербанк,24.05.2016,  15.116874
Сбербанк,25.05.2016,  15.649714
Сбербанк,26.05.2016,  16.172622
Сбербанк,27.05.2016,  16.297737
Сбербанк,28.05.2016,  16.295586
Сбербанк,29.05.2016,  16.293435
Сбербанк,30.05.2016,  16.444169
Сбербанк,31.05.2016,  16.210869
Сбербанк,01.06.2016,  16.062000
Сбербанк,02.06.2016,  16.175000
Сбербанк,03.06.2016,  16.086269
Сбербанк,04.06.2016,  16.084342
Сбербанк,05.06.2016,  16.082415
Сбербанк,06.06.2016,  16.373773
Сбербанк,07.06.2016,  17.102489
Сбербанк,08.06.2016,  17.029580
Сбербанк,09.06.2016,  17.054415
Сбербанк,10.06.2016,  16.306079
Сбербанк,11.06.2016,  16.304126
Сбербанк,12.06.2016,  16.302173
Сбербанк,13.06.2016,  16.300221
Сбербанк,14.06.2016,  15.723727
Сбербанк,15.06.2016,  16.069486
Сбербанк,16.06.2016,  15.722434
Сбербанк,17.06.2016,  15.918449
Сбербанк,18.06.2016,  15.916543
Сбербанк,19.06.2016,  15.914636
Сбербанк,20.06.2016,  16.336822
Сбербанк,21.06.2016,  16.490636
Сбербанк,22.06.2016,  16.664190
Сбербанк,23.06.2016,  17.056471
Сбербанк,24.06.2016,  16.485947
Сбербанк,25.06.2016,  16.483972
Сбербанк,26.06.2016,  16.481998
Сбербанк,27.06.2016,  15.590547
Сбербанк,28.06.2016,  16.004954
Сбербанк,29.06.2016,  16.535360
Сбербанк,30.06.2016,  16.424705
Сбербанк,01.07.2016,  16.527695
Сбербанк,02.07.2016,  16.524824
Сбербанк,03.07.2016,  16.521953
Сбербанк,04.07.2016,  16.611644
Сбербанк,05.07.2016,  16.269427
Сбербанк,06.07.2016,  15.959404
Сбербанк,07.07.2016,  16.257608
Сбербанк,08.07.2016,  16.576673
Сбербанк,09.07.2016,  16.573793
Сбербанк,10.07.2016,  16.570914
Сбербанк,11.07.2016,  16.911945
Сбербанк,12.07.2016,  17.303386
Сбербанк,13.07.2016,  17.177158
Сбербанк,14.07.2016,  17.248095
Сбербанк,15.07.2016,  17.013521
Сбербанк,16.07.2016,  17.010566
Сбербанк,17.07.2016,  17.007611
Сбербанк,18.07.2016,  17.227495
Сбербанк,19.07.2016,  17.167879
Сбербанк,20.07.2016,  17.054132
Сбербанк,21.07.2016,  17.042556
Сбербанк,22.07.2016,  16.953475
Сбербанк,23.07.2016,  16.950530
Сбербанк,24.07.2016,  16.947585
Сбербанк,25.07.2016,  16.723304
Сбербанк,26.07.2016,  16.689663
Сбербанк,27.07.2016,  16.828125
Сбербанк,28.07.2016,  16.819056
Сбербанк,29.07.2016,  17.098759
Сбербанк,30.07.2016,  17.095789
Сбербанк,31.07.2016,  17.092819
Сбербанк,01.08.2016,  17.012476
Сбербанк,02.08.2016,  16.587479
Сбербанк,03.08.2016,  16.669711
Сбербанк,04.08.2016,  16.842826
Сбербанк,05.08.2016,  17.033134
Сбербанк,06.08.2016,  17.033080
Сбербанк,07.08.2016,  17.033025
Сбербанк,08.08.2016,  17.126308
Сбербанк,09.08.2016,  17.095549
Сбербанк,10.08.2016,  16.984963
Сбербанк,11.08.2016,  17.156845
Сбербанк,12.08.2016,  17.126087
Сбербанк,13.08.2016,  17.126031
Сбербанк,14.08.2016,  17.125976
Сбербанк,15.08.2016,  17.132062
Сбербанк,16.08.2016,  16.960072
Сбербанк,17.08.2016,  17.001773
Сбербанк,18.08.2016,  16.824873
Сбербанк,19.08.2016,  16.677448
Сбербанк,20.08.2016,  16.677394
Сбербанк,21.08.2016,  16.677340
Сбербанк,22.08.2016,  16.870094
Сбербанк,23.08.2016,  17.236006
Сбербанк,24.08.2016,  17.131564
Сбербанк,25.08.2016,  17.541683
Сбербанк,26.08.2016,  17.837589
Сбербанк,27.08.2016,  17.837531
Сбербанк,28.08.2016,  17.837474
Сбербанк,29.08.2016,  17.628648
Сбербанк,30.08.2016,  17.583153
Сбербанк,31.08.2016,  17.622394
Сбербанк,01.09.2016,  17.714440
Сбербанк,02.09.2016,  18.036393
Сбербанк,03.09.2016,  18.035371
Сбербанк,04.09.2016,  18.034350
Сбербанк,05.09.2016,  18.355002
Сбербанк,06.09.2016,  18.493920
Сбербанк,07.09.2016,  18.945864
Сбербанк,08.09.2016,  18.836767
Сбербанк,09.09.2016,  18.608617
Сбербанк,10.09.2016,  18.607563
Сбербанк,11.09.2016,  18.606510
Сбербанк,12.09.2016,  18.584593
Сбербанк,13.09.2016,  18.383506
Сбербанк,14.09.2016,  18.512542
Сбербанк,15.09.2016,  18.300438
Сбербанк,16.09.2016,  18.036825
Сбербанк,17.09.2016,  18.035804
Сбербанк,18.09.2016,  18.034783
Сбербанк,19.09.2016,  18.237409
Сбербанк,20.09.2016,  18.314886
Сбербанк,21.09.2016,  18.481900
Сбербанк,22.09.2016,  18.911382
Сбербанк,23.09.2016,  18.581607
Сбербанк,24.09.2016,  18.580555
Сбербанк,25.09.2016,  18.579503
Сбербанк,26.09.2016,  18.284139
Сбербанк,27.09.2016,  18.090586
Сбербанк,28.09.2016,  18.046646
Сбербанк,29.09.2016,  18.203790
Сбербанк,30.09.2016,  17.819014
Сбербанк,01.10.2016,  17.818005
Сбербанк,02.10.2016,  17.815482
Сбербанк,03.10.2016,  18.245598
Сбербанк,04.10.2016,  18.148656
Сбербанк,05.10.2016,  18.127707
Сбербанк,06.10.2016,  18.241523
Сбербанк,07.10.2016,  18.219341
Сбербанк,08.10.2016,  18.216761
Сбербанк,09.10.2016,  18.214181
Сбербанк,10.10.2016,  18.521373
Сбербанк,11.10.2016,  18.522423
Сбербанк,12.10.2016,  18.262750
Сбербанк,13.10.2016,  17.879540
Сбербанк,14.10.2016,  17.955325
Сбербанк,15.10.2016,  17.952782
Сбербанк,16.10.2016,  17.950240
Сбербанк,17.10.2016,  17.914672
Сбербанк,18.10.2016,  18.068679
Сбербанк,19.10.2016,  18.171284
Сбербанк,20.10.2016,  18.127140
Сбербанк,21.10.2016,  18.144133
Сбербанк,22.10.2016,  18.141564
Сбербанк,23.10.2016,  18.138995
Сбербанк,24.10.2016,  18.225629
Сбербанк,25.10.2016,  18.518722
Сбербанк,26.10.2016,  18.406154
Сбербанк,27.10.2016,  18.236209
Сбербанк,28.10.2016,  18.221414
Сбербанк,29.10.2016,  18.218834
Сбербанк,30.10.2016,  18.216254
Сбербанк,31.10.2016,  17.993938
Сбербанк,01.11.2016,  17.802199
Сбербанк,02.11.2016,  17.373731
Сбербанк,03.11.2016,  17.418835
Сбербанк,04.11.2016,  17.416344
Сбербанк,05.11.2016,  17.413853
Сбербанк,06.11.2016,  17.411363
Сбербанк,07.11.2016,  17.488143
Сбербанк,08.11.2016,  17.816088
Сбербанк,09.11.2016,  18.414600
Сбербанк,10.11.2016,  18.694777
Сбербанк,11.11.2016,  18.466618
Сбербанк,12.11.2016,  18.463977
Сбербанк,13.11.2016,  18.461336
Сбербанк,14.11.2016,  18.323463
Сбербанк,15.11.2016,  18.253845
Сбербанк,16.11.2016,  18.262196
Сбербанк,17.11.2016,  18.236446
Сбербанк,18.11.2016,  18.270367
Сбербанк,19.11.2016,  18.267754
Сбербанк,20.11.2016,  18.265141
Сбербанк,21.11.2016,  18.621572
Сбербанк,22.11.2016,  18.862294
Сбербанк,23.11.2016,  18.887581
Сбербанк,24.11.2016,  19.605092
Сбербанк,25.11.2016,  19.506192
Сбербанк,26.11.2016,  19.503403
Сбербанк,27.11.2016,  19.500613
Сбербанк,28.11.2016,  19.381100
Сбербанк,29.11.2016,  19.216640
Сбербанк,30.11.2016,  19.290470
Сбербанк,01.12.2016,  19.287711
Сбербанк,02.12.2016,  19.370291
Сбербанк,03.12.2016,  19.367797
Сбербанк,04.12.2016,  19.365303
Сбербанк,05.12.2016,  19.681069
Сбербанк,06.12.2016,  19.354243
Сбербанк,07.12.2016,  19.424616
Сбербанк,08.12.2016,  20.518593
Сбербанк,09.12.2016,  20.598510
Сбербанк,10.12.2016,  20.595858
Сбербанк,11.12.2016,  20.593206
Сбербанк,12.12.2016,  21.287181
Сбербанк,13.12.2016,  21.466462
Сбербанк,14.12.2016,  21.075435
Сбербанк,15.12.2016,  21.220727
Сбербанк,16.12.2016,  21.094268
Сбербанк,17.12.2016,  21.091551
Сбербанк,18.12.2016,  21.088835
Сбербанк,19.12.2016,  21.134622
Сбербанк,20.12.2016,  21.325882
Сбербанк,21.12.2016,  21.178881
Сбербанк,22.12.2016,  20.605266
Сбербанк,23.12.2016,  20.741984
Сбербанк,24.12.2016,  20.739313
Сбербанк,25.12.2016,  20.736642
Сбербанк,26.12.2016,  20.833311
Сбербанк,27.12.2016,  20.866967
Сбербанк,28.12.2016,  20.601463
Сбербанк,29.12.2016,  20.744128
Сбербанк,30.12.2016,  20.977568
Сбербанк,31.12.2016,  20.974867
Сбербанк,01.01.2017,  20.972166
Сбербанк,02.01.2017,  20.967985
Сбербанк,03.01.2017,  21.795097
Сбербанк,04.01.2017,  21.286269
Сбербанк,05.01.2017,  20.792158
Сбербанк,06.01.2017,  20.641686
Сбербанк,07.01.2017,  20.637571
Сбербанк,08.01.2017,  20.633457
Сбербанк,09.01.2017,  20.346534
Сбербанк,10.01.2017,  20.735190
Сбербанк,11.01.2017,  20.422990
Сбербанк,12.01.2017,  20.324705
Сбербанк,13.01.2017,  19.913684
Сбербанк,14.01.2017,  19.909714
Сбербанк,15.01.2017,  19.905745
Сбербанк,16.01.2017,  19.872811
Сбербанк,17.01.2017,  20.028128
Сбербанк,18.01.2017,  19.934860
Сбербанк,19.01.2017,  20.058741
Сбербанк,20.01.2017,  20.198248
Сбербанк,21.01.2017,  20.194222
Сбербанк,22.01.2017,  20.190196
Сбербанк,23.01.2017,  20.096984
Сбербанк,24.01.2017,  20.514719
Сбербанк,25.01.2017,  20.511834
Сбербанк,26.01.2017,  20.932932
Сбербанк,27.01.2017,  21.546542
Сбербанк,28.01.2017,  21.542246
Сбербанк,29.01.2017,  21.537952
Сбербанк,30.01.2017,  21.013730
Сбербанк,31.01.2017,  20.720750
Сбербанк,01.02.2017,  20.921139
Сбербанк,02.02.2017,  20.790780
Сбербанк,03.02.2017,  20.905826
Сбербанк,04.02.2017,  20.904186
Сбербанк,05.02.2017,  20.902545
Сбербанк,06.02.2017,  20.789064
Сбербанк,07.02.2017,  20.859582
Сбербанк,08.02.2017,  20.585001
Сбербанк,09.02.2017,  20.294834
Сбербанк,10.02.2017,  19.896513
Сбербанк,11.02.2017,  19.894951
Сбербанк,12.02.2017,  19.893390
Сбербанк,13.02.2017,  19.795675
Сбербанк,14.02.2017,  19.553755
Сбербанк,15.02.2017,  19.648359
Сбербанк,16.02.2017,  20.006108
Сбербанк,17.02.2017,  19.884383
Сбербанк,18.02.2017,  19.882823
Сбербанк,19.02.2017,  19.881262
Сбербанк,20.02.2017,  19.873695
Сбербанк,21.02.2017,  20.059518
Сбербанк,22.02.2017,  19.925826
Сбербанк,23.02.2017,  19.924262
Сбербанк,24.02.2017,  19.875863
Сбербанк,25.02.2017,  19.874304
Сбербанк,26.02.2017,  19.872744
Сбербанк,27.02.2017,  19.323709
Сбербанк,28.02.2017,  18.727941
Сбербанк,01.03.2017,  19.206637
Сбербанк,02.03.2017,  19.613956
Сбербанк,03.03.2017,  19.733165
Сбербанк,04.03.2017,  19.732338
Сбербанк,05.03.2017,  19.731511
Сбербанк,06.03.2017,  19.442645
Сбербанк,07.03.2017,  19.319419
Сбербанк,08.03.2017,  19.318609
Сбербанк,09.03.2017,  18.744194
Сбербанк,10.03.2017,  18.899403
Сбербанк,11.03.2017,  18.898611
Сбербанк,12.03.2017,  18.897819
Сбербанк,13.03.2017,  19.067400
Сбербанк,14.03.2017,  18.886637
Сбербанк,15.03.2017,  18.739481
Сбербанк,16.03.2017,  18.996623
Сбербанк,17.03.2017,  19.331717
Сбербанк,18.03.2017,  19.330907
Сбербанк,19.03.2017,  19.330097
Сбербанк,20.03.2017,  19.647144
Сбербанк,21.03.2017,  19.547969
Сбербанк,22.03.2017,  19.539954
Сбербанк,23.03.2017,  19.686650
Сбербанк,24.03.2017,  19.730197
Сбербанк,25.03.2017,  19.729370
Сбербанк,26.03.2017,  19.728544
Сбербанк,27.03.2017,  19.508280
Сбербанк,28.03.2017,  19.623771
Сбербанк,29.03.2017,  19.570192
Сбербанк,30.03.2017,  19.602943
Сбербанк,31.03.2017,  19.158526
Сбербанк,01.04.2017,  19.157723
Сбербанк,02.04.2017,  19.155620
Сбербанк,03.04.2017,  19.393235
Сбербанк,04.04.2017,  19.594843
Сбербанк,05.04.2017,  20.143923
Сбербанк,06.04.2017,  20.068621
Сбербанк,07.04.2017,  19.347577
Сбербанк,08.04.2017,  19.345453
Сбербанк,09.04.2017,  19.343328
Сбербанк,10.04.2017,  18.587869
Сбербанк,11.04.2017,  18.681631
Сбербанк,12.04.2017,  17.994661
Сбербанк,13.04.2017,  18.198617
Сбербанк,14.04.2017,  17.866206
Сбербанк,15.04.2017,  17.864244
Сбербанк,16.04.2017,  17.862283
Сбербанк,17.04.2017,  18.428778
Сбербанк,18.04.2017,  18.356154
Сбербанк,19.04.2017,  18.378068
Сбербанк,20.04.2017,  18.927570
Сбербанк,21.04.2017,  19.090571
Сбербанк,22.04.2017,  19.088475
Сбербанк,23.04.2017,  19.086379
Сбербанк,24.04.2017,  19.432270
Сбербанк,25.04.2017,  19.436114
Сбербанк,26.04.2017,  19.732872
Сбербанк,27.04.2017,  19.687670
Сбербанк,28.04.2017,  19.746468
Сбербанк,29.04.2017,  19.744300
Сбербанк,30.04.2017,  19.742132
Сбербанк,01.05.2017,  19.739964
Сбербанк,02.05.2017,  19.909659
Сбербанк,03.05.2017,  19.676724
Сбербанк,04.05.2017,  19.768745
Сбербанк,05.05.2017,  19.802220
Сбербанк,06.05.2017,  19.799861
Сбербанк,07.05.2017,  19.797502
Сбербанк,08.05.2017,  19.795144
Сбербанк,09.05.2017,  19.792786
Сбербанк,10.05.2017,  20.387244
Сбербанк,11.05.2017,  20.285756
Сбербанк,12.05.2017,  20.012449
Сбербанк,13.05.2017,  20.010065
Сбербанк,14.05.2017,  20.007681
Сбербанк,15.05.2017,  20.440714
Сбербанк,16.05.2017,  20.355977
Сбербанк,17.05.2017,  20.184198
Сбербанк,18.05.2017,  19.855050
Сбербанк,19.05.2017,  20.135272
Сбербанк,20.05.2017,  20.132873
Сбербанк,21.05.2017,  20.130475
Сбербанк,22.05.2017,  20.027955
Сбербанк,23.05.2017,  19.820582
Сбербанк,24.05.2017,  19.745531
Сбербанк,25.05.2017,  19.546581
Сбербанк,26.05.2017,  19.145147
Сбербанк,27.05.2017,  19.142866
Сбербанк,28.05.2017,  19.140586
Сбербанк,29.05.2017,  19.519404
Сбербанк,30.05.2017,  19.247960
Сбербанк,31.05.2017,  18.565806
Сбербанк,01.06.2017,  18.214775
Сбербанк,02.06.2017,  18.703854
Сбербанк,03.06.2017,  18.700062
Сбербанк,04.06.2017,  18.696272
Сбербанк,05.06.2017,  18.402234
Сбербанк,06.06.2017,  18.172536
Сбербанк,07.06.2017,  18.171231
Сбербанк,08.06.2017,  18.061743
Сбербанк,09.06.2017,  17.844138
